央视频道,#genre#
CCTV6,http://36.46.98.88:8010/rtp/239.112.205.223:5140
CCTV6,http://36.46.98.88:8010/rtp/239.109.205.83:8600
CCTV6,http://36.46.98.88:8010/rtp/239.112.205.227:5140
CCTV6,http://222.184.194.52:8000/rtp/239.49.9.33:6000
CCTV6,http://222.184.194.52:8000/rtp/239.49.1.6:6000
CCTV6,http://124.66.98.85:4022/rtp/239.254.96.63:7488
CCTV6,http://123.112.208.143:4022/rtp/239.3.1.174:8001
CCTV6,http://61.187.148.168:4022/rtp/239.76.253.156:9000
CCTV6,http://61.187.148.168:4022/rtp/239.76.246.156:1234
CCTV6,http://121.230.33.64:8000/rtp/239.49.9.33:6000
CCTV6,http://121.230.33.64:8000/rtp/239.49.1.6:6000
CCTV6,http://123.117.175.121:8118/rtp/239.3.1.174:8001
CCTV6,http://113.233.42.243:8866/rtp/232.0.0.172:1234
CCTV6,http://113.120.108.132:4000/rtp/239.21.1.6:5002
